gene,beta_sex_M_vs_F_mixed,pval_sex_M_vs_F_mixed,qval_sex_M_vs_F_mixed
ARHGEF12,0.13703878024877292,0.07829708246712647,0.6317018840302444
TBCEL,0.08768963896373953,0.4003831320971488,0.8827845547574232
SC5D,0.011884473047006796,0.9071253283185103,0.9867554549145485
SORL1,-0.07612225907509425,0.5802789182510726,0.9359092901835506
UBASH3B,-0.3811266780357273,0.00780068922536463,0.31085204403688
CRTAM,-0.2371100277831492,0.010048741783598016,0.3494322261429397
JHY,-0.01614636213414444,0.8429630641624595,0.9812645577980965
HSPA8,0.049924753006543254,0.4977428983886204,0.9209414737534525
GRAMD1B,-0.06635985198528432,0.6073831722327945,0.9436866153423603
ZNF202,0.009538575120664985,0.8745987590769264,0.9848816962803643
VWA5A,-0.030584580737400172,0.7720772122033304,0.9693942472103021
TBRG1,0.05100538890430702,0.3660132153994585,0.869166517399591
SIAE,0.01371274918519479,0.8698516674757251,0.984193966399178
SPA17,0.2486476871238375,0.03696132753637522,0.5220738206445314
NRGN,-0.09549893160100868,0.19750092611297976,0.7660975255290994
ESAM,-0.16945046190937166,0.047438706703358716,0.5590839565618456
AP000866.2,-0.1847522381575672,0.011961462007210474,0.3624485691017368
MSANTD2,-0.045149905272438756,0.44216875355661445,0.8999585665692766
AP000866.6,-0.044929954405051334,0.5535394098255215,0.9311106135703436
ROBO3,-0.10791416702157104,0.22123363994027567,0.784117099888605
ROBO4,0.105342646496772,0.26657659626632824,0.8230277484761945
CCDC15,-0.011854068706676277,0.9385062162534661,0.9911530300123382
SLC37A2,-0.18435617505606788,0.12789372484824293,0.6956083284331335
TMEM218,0.03373679909971621,0.5013403125783987,0.9209414737534525
EI24,0.15258508587245878,0.06093317856692534,0.6009319063586117
STT3A,-0.11889160024901795,0.1414790068550781,0.7143016004353121
CHEK1,0.039151266787861294,0.45079001643944505,0.9021673445651227
HYLS1,0.0012078636080425308,0.9917207218785158,0.9985642106102289
PUS3,-0.006019918731185821,0.8920012805420592,0.9856950456667515
RPUSD4,0.07247277122560915,0.2155387602172092,0.7811100122133747
FAM118B,0.10870114864658122,0.09652299535921453,0.6577751822490284
SRPRA,0.02177295804462155,0.8384766727399875,0.980272963908494
FOXRED1,0.06368546838256003,0.502248239003088,0.9209414737534525
TIRAP,-0.010089120705414054,0.9111300612224789,0.9867554549145485
AP001318.2,-0.0006672563325392934,0.9945592583949241,0.9990072869942584
DCPS,-0.01345504115662809,0.8547455177849143,0.9826857916725332
GSEC,-0.10466984402338031,0.23751700852968782,0.7937339733305557
ST3GAL4,-0.04873882232408271,0.4309876844076399,0.8967718390239864
ETS1,-0.2509123544860246,0.05532994008236273,0.588658968641536
FLI1,-0.07754537905752612,0.5199953466528275,0.9236196317701569
SENCR,0.008743819903143638,0.901749600707771,0.9861854127168652
ARHGAP32,-0.041073868867365255,0.55031164361447,0.9304818783731515
NFRKB,0.009775151783400769,0.8470055059252379,0.9813323551724275
PRDM10,-0.010399369571212498,0.9032954651823212,0.9865730774462039
APLP2,0.050163468623473394,0.5076686805648231,0.9209414737534525
ST14,-0.1991640746689657,0.09048776206598502,0.6490093233276566
ZBTB44,-0.03705331754263384,0.6574562565240738,0.9533042229734956
AP003486.1,-0.030685296206792417,0.6942793905900214,0.9587679241163383
SNX19,0.01492316522613518,0.8009570471283503,0.9750429101125566
JAM3,-0.05688060701281699,0.5530621406533867,0.9310750064246941
NCAPD3,0.012316755566165648,0.8448901573261094,0.9813323551724275
VPS26B,-0.0743889687233835,0.05797089647690032,0.5926251134158067
THYN1,0.12851810866541083,0.10903267837474474,0.6785844049840092
ACAD8,0.030309151732484087,0.7189218099141865,0.9638300399325628
IQSEC3,0.2415287512242283,0.2577588875779624,0.813567904736096
AC026369.3,0.5699747104729773,5.099970077449646e-06,0.0018749473326401683
AC007406.5,-0.16988342524546707,0.17621810225506773,0.748830975432475
KDM5A,-0.0662617700366241,0.3778346324745834,0.8724332835604297
CCDC77,-0.04962600028394889,0.5641717564055526,0.9338614777362001
NINJ2,-0.014711632160612482,0.8504426558517924,0.9819934173964816
AC021054.1,-0.06066767935227384,0.46147401245501685,0.9054994683508508
WNK1,-0.09529977559750252,0.1871603924113565,0.7584961385126745
RAD52,-0.14306653368520814,0.09330344041332345,0.6530845950337745
AC004803.1,0.09059037736515206,0.0740999384767708,0.6264710957849724
ERC1,-0.11187509255302873,0.40714184904746586,0.8855593576621134
FBXL14,-0.17127791451759544,0.02727474852112725,0.4724423902910122
ADIPOR2,0.013576099155966194,0.8630832407547355,0.9835873084270998
AC005343.1,0.08002329521213364,0.5135034311237336,0.9226011678882428
CACNA2D4,-0.20156718622164277,0.07383897403340582,0.6264710957849724
DCP1B,0.12443277274830461,0.17393479529702272,0.7457299171626913
CACNA1C-AS2,0.11347887639712088,0.10626137595608356,0.6753003070627517
FKBP4,-0.04265463093710069,0.7504667971881682,0.9675071167723949
ITFG2-AS1,0.057807202634808784,0.31132615680344045,0.8445176645405892
ITFG2,0.013629221559034836,0.8442797261104673,0.9813323551724275
FOXM1,-0.08090475477797025,0.15706346380996752,0.7293806819385685
RHNO1,0.024020596103348085,0.7346779774130734,0.9653806976951429
TULP3,-0.03413717698173241,0.6441951267323435,0.9510740845429746
CRACR2A,0.01691938640900817,0.7559395184343994,0.9680038006535261
PARP11,-0.014673483828968556,0.8298329373780575,0.9787823316121412
CCND2,0.05610092687199933,0.29209775052096854,0.839577012801459
TIGAR,-0.17888624999148742,0.16211298705559984,0.7335032713834091
C12orf4,-0.031535781736603354,0.6517143952721809,0.952564716495442
RAD51AP1,0.025458437515632266,0.6879445742647982,0.9573924146448421
DYRK4,0.08440067297267033,0.16083317839832856,0.7327005792775285
NDUFA9,0.093529860815443,0.17746445178523773,0.748961103117864
VWF,0.04056007368565408,0.8013157125220542,0.9751207663874023
CD9,-0.15207665143192214,0.3554897520895137,0.8633290163330366
TNFRSF1A,-0.10017036763643564,0.3595783161409878,0.864936541472165
LTBR,0.07029667465185283,0.459696248096498,0.9053542654416542
CD27-AS1,-0.19295668225974394,0.020494156222982757,0.4367953030833958
TAPBPL,-0.06261856166099242,0.5644967271805958,0.9338892730293983
VAMP1,-0.042327404809380506,0.7388308027995639,0.9653806976951429
MRPL51,0.03446863885847254,0.5809218201520998,0.9359092901835506
NCAPD2,-0.015767645360682606,0.739261461902857,0.9653806976951429
GAPDH,0.006087314805257398,0.9320175068497111,0.9906443370460557
AC006064.4,0.012385181174944694,0.9168818550678449,0.9875432415220481
IFFO1,0.10588204288271032,0.12568888809334064,0.6924196563519339
NOP2,0.021757052363180193,0.7236092680583852,0.964479341575951
CHD4,0.011449918838293771,0.8456934803691737,0.9813323551724275
LPAR5,-0.0662712601514857,0.47851003556229965,0.9154295094562296
ACRBP,0.03247305827293132,0.6720553180179071,0.9541081826765851
ING4,-0.05030380088165408,0.48132413470401114,0.9158028928705559
ZNF384,-0.07868904945939205,0.49392272229667866,0.9206094088557463
COPS7A,0.012849749837485498,0.779372980440338,0.9712974180484422
MLF2,-0.028741840542518046,0.6649664951905964,0.9541081826765851
PTMS,0.09096766160577412,0.14706867779930485,0.7193311361646231
CD4,-0.061087843960155465,0.6820964781491956,0.9557004963269748
P3H3,-0.0594147575515987,0.44396092331510706,0.8999585665692766
CDCA3,0.043300112686693606,0.6718886163882751,0.9541081826765851
USP5,0.02498924483081571,0.69416564114533,0.9587679241163383
TPI1,0.058466387190658,0.37032975783042676,0.870725589782501
SPSB2,-0.3173117865124887,0.013462396552609588,0.36812979002848734
LRRC23,0.04194905421903711,0.5433980785230834,0.9286467000560216
ENO2,-0.1198536284519159,0.17561882606756374,0.7483307028345801
ATN1,-0.07544189511294976,0.5488357779881551,0.9299510636368448
C12orf57,-0.09214969714674001,0.084655946094919,0.6387342378504868
PTPN6,-0.1551161856784703,0.020962430558441512,0.44107753329248556
PHB2,0.04717157555474265,0.48396550506816305,0.917656521289544
EMG1,0.08409006339235828,0.22958125820921227,0.7891969174613758
LPCAT3,0.26085084505124845,0.020147583336451225,0.4327675150340967
C1R,-0.06813124498307613,0.5309310882956269,0.925787881375375
C1RL,0.10301792561660643,0.15440126251784916,0.7266232472414529
C1RL-AS1,0.10155394633870343,0.4978255935949266,0.9209414737534525
CLSTN3,0.0008978220644071675,0.9931907847599046,0.9985642106102289
PEX5,-0.006219726871100916,0.9401481858238203,0.9914384712057307
CLEC4C,-0.24385557683103415,0.08758468654669545,0.6447545746936341
SLC2A14,0.2686421242403169,0.13633555786569665,0.7084417386542973
SLC2A3,-0.1861410523339011,0.1656170370387341,0.7369629638633877
FOXJ2,-0.00951414509018056,0.8805025647901678,0.9856950456667515
C3AR1,0.12966249244168493,0.5690175095970689,0.9348537249560984
NECAP1,0.05537943607733567,0.4068503319938417,0.8855593576621134
CLEC4A,-0.009295863979966719,0.9466310997340035,0.9935497704186785
RIMKLB,0.053629915903148515,0.4795378507069492,0.9154747889526302
PHC1,-0.15741287438546073,0.07549227731097574,0.628919684897112
M6PR,-0.02750458059810077,0.6454890361512822,0.9510740845429746
KLRG1,0.08157752340068494,0.7244097780949241,0.964479341575951
A2M-AS1,0.16812916673733144,0.23862548670520012,0.7954828781186741
AC092821.3,-0.01704052418297831,0.8652957231025733,0.9835873084270998
KLRB1,-0.5082304176395249,0.0028240703879017755,0.21604954672763005
AC010186.3,0.04678828453756052,0.6014120801160757,0.9424562901374542
CLEC2D,-0.13529010589270143,0.28451561695240735,0.8337359446178697
CLECL1,-0.1612377906813383,0.37126371486550847,0.8708679100952423
CD69,-0.21749730994425312,0.27213722933300477,0.8268679213373461
CLEC2B,-0.12256943653289956,0.11759474352405411,0.6838048207456503
LINC02470,0.2233214930838094,0.22669277878970429,0.7883023981297257
CLEC12A,-0.056032413439159885,0.7692941978788318,0.9693942472103021
CLEC1B,-0.2794067282266424,0.11578656879875583,0.6826575943202539
CLEC9A,0.08478501520446508,0.4005529888366176,0.8827845547574232
CLEC7A,0.09395683501466098,0.6342676102864823,0.9505665191223948
OLR1,-0.12008786877185403,0.6243039418662226,0.9480838278170173
GABARAPL1,-0.11497645315367713,0.32500526890901527,0.8454467986545229
EIF2S3B,-0.016494749045294688,0.9321354765914864,0.9906699616709486
MAGOHB,0.004227165171749363,0.9395410025573008,0.9912966493021266
YBX3,0.15283646192702158,0.004764797255980274,0.25681145014824325
PRH1,-0.0743279176601378,0.5573739958228727,0.9323615817385895
PRR4,-0.029258193311548726,0.7863386439186527,0.9730050680850727
TAS2R14,-0.040077078818458706,0.7105160853772758,0.9625422831891433
TAS2R31,-0.10625795115030232,0.4611751131112982,0.9054994683508508
TAS2R30,0.10462609592702711,0.2535125359022161,0.8092313472124663
SMIM10L1,0.09177456606688156,0.08027434757030207,0.6328020788815766
LINC01252,0.03716040058912504,0.8331983041962873,0.9791670712162904
ETV6,-0.029314361047618764,0.7939861230062922,0.9746978840362841
LRP6,0.17853844224787846,0.19555986020247107,0.7638316719169014
MANSC1,0.06167884408734463,0.48937365882018125,0.9204007921678412
BORCS5,-0.04711518297834772,0.5259280105548427,0.9255750090698822
DUSP16,0.03893934646037657,0.6604972628154985,0.953499266291789
CREBL2,0.02169106784919762,0.7657190703000673,0.9686509986340802
CDKN1B,-0.02590458442921904,0.6476494949055156,0.9510740845429746
AC008115.3,-0.14159111920379772,0.2822659826706825,0.8311350136188315
APOLD1,-0.004247687220743349,0.9801053642872618,0.9972856535974406
DDX47,-0.009606048689092076,0.8918776119673498,0.9856950456667515
GPRC5D-AS1,0.6564781176085106,0.026200612875938615,0.46795446358173143
HEBP1,0.25623874696510685,0.0677166875602403,0.6191241064527886
FAM234B,0.14399760534472716,0.0587842453013202,0.5966330418427706
EMP1,0.11967994457099886,0.5831586865500338,0.9362087841447958
ATF7IP,0.03196646106118908,0.7126000475613883,0.962878911357283
PLBD1,0.0398900737779127,0.8826560272275007,0.9856950456667515
HIST4H4,0.08256889279806029,0.6058987738659871,0.9436866153423603
H2AFJ,0.08372098336827603,0.3158711471286634,0.8447828760086475
WBP11,0.0757997298535188,0.08425712574793917,0.6387342378504868
MGP,-0.5218963205117734,0.03139742400295133,0.49406174146894627
ARHGDIB,-0.07242334434306569,0.12732850016522332,0.6956083284331335
EPS8,-0.06559292395361992,0.5324629715687723,0.9258026718299792
STRAP,0.01808606586769782,0.7545412526852022,0.9677013413100319
DERA,-0.042655239368973044,0.5974261451503091,0.9413016188411004
MGST1,-0.06774946123511905,0.5034956794617302,0.9209414737534525
PLEKHA5,-0.07343404161290822,0.21173313359975376,0.7799139071853558
AC092828.1,-0.07358214164447015,0.46434488009869546,0.9069200204018969
AEBP2,-0.050146722932227376,0.5688751508169663,0.9348537249560984
PYROXD1,-0.013219622813347593,0.8590617374935985,0.9835308807564207
RECQL,0.06797065713435699,0.18965251240709635,0.7599480537223481
GOLT1B,-0.07392296318341156,0.14432743468642095,0.7165012187907703
LDHB,0.04073891511602411,0.5416003780461873,0.9285567498408388
CMAS,0.1717472605221806,0.08180356824805463,0.6364904325473268
C2CD5,-0.02749984912150139,0.7541730460925604,0.9677013413100319
ETNK1,-0.024227723894417477,0.6961649293632644,0.9595891055354282
BCAT1,0.008187698105732754,0.919453041592523,0.9884371083816221
LRMP,-0.11029453024925961,0.18994366212473202,0.7599480537223481
ETFRF1,0.11097013612899768,0.08565625327453398,0.6402089742858011
KRAS,-0.05010472674916859,0.4065522518845818,0.8854235730940332
AC087239.1,-0.028258719703554026,0.8120017723844295,0.9771077037986405
RASSF8-AS1,0.05779484009210606,0.5653363671341873,0.9342699438006614
RASSF8,-0.023195022059297712,0.8931346563503457,0.9856950456667515
SSPN,0.06677057772813204,0.5872447279971457,0.9382505931979582
ITPR2,0.07082879410595407,0.38863951785912343,0.8780196606648929
INTS13,0.06174931659550461,0.3479648381595063,0.8590303166370296
FGFR1OP2,0.0257606212473633,0.5818832488728227,0.9362087841447958
TM7SF3,0.06093685291706215,0.34832947431217487,0.8590303166370296
MED21,0.0005807767968249647,0.9910606620850995,0.9985642106102289
AC092747.4,-0.10915785872101041,0.31006256271248855,0.8441844723871486
STK38L,-0.04552391586762361,0.5697416052509172,0.9348537249560984
ARNTL2,-0.14659113719569394,0.20733225382532183,0.7768387201943898
PPFIBP1,0.0009744315955040689,0.9890408463135889,0.9985159188138552
MRPS35,0.07070813879791973,0.3734005304546706,0.8714434880210836
KLHL42,-0.016438591675052017,0.8209288282231739,0.9772333976642704
CCDC91,0.01877436054432796,0.7095714460492911,0.9625422831891433
FAR2,-0.02729041777083358,0.7540490182624107,0.9677013413100319
AC009318.1,0.03562173374257252,0.878099480006438,0.9854595957776083
AC009318.3,0.04305988416372673,0.6907160754967143,0.9583760183448686
ERGIC2,0.028072874766122427,0.7103823113335319,0.9625422831891433
OVCH1-AS1,0.42983768636863373,0.21321407608346354,0.7801297572015791
IPO8,-0.036895521444131385,0.6112049590808102,0.9444611704291032
CAPRIN2,0.18513951387193792,0.107129274578468,0.6765601250985769
DDX11,0.04006310030163968,0.7152507927909524,0.9636180562163644
SINHCAF,-0.009929173395050882,0.8462151652154281,0.9813323551724275
DENND5B,-0.1240338315294159,0.16254928842181304,0.7335032713834091
ETFBKMT,-0.03819906967229839,0.5557959335487922,0.931605772608696
AMN1,0.10450385950425907,0.20681996638999323,0.7767486535674121
AC023157.3,-0.07473662161868808,0.5775624543572873,0.9358226285077643
RESF1,-0.09089282131957857,0.32076019630670405,0.8447828760086475
BICD1,-0.10081372122940009,0.34016903594943204,0.8534857233726507
AC026356.2,-0.15063623590742117,0.04866344433191018,0.5640334424045357
FGD4,0.2036748928754099,0.04154180209484218,0.5403396387461837
DNM1L,-0.0039045439705126966,0.9544823337015111,0.9943910410508232
YARS2,0.05459656198090213,0.3379007780491555,0.8523703223199669
PKP2,0.2921697438354379,0.057973095870121394,0.5926251134158067
ALG10,-0.037024324191929504,0.6179804257675117,0.9464238756756463
ALG10B,0.02307553737161089,0.8472556075388655,0.9813323551724275
CPNE8,-0.03998251936471859,0.4411429962736636,0.8999585665692766
KIF21A,-0.09395886989962782,0.4608548253896221,0.9054994683508508
SLC2A13,-0.03392148623460737,0.6713292914922808,0.9541081826765851
LRRK2,-0.11784728325516425,0.3489038869132307,0.8591149661947179
AC090630.1,0.32044813452980236,0.1069574963127404,0.6765601250985769
GXYLT1,-0.02333016825665282,0.7611839034688883,0.9684191451637073
YAF2,-0.10318664721823655,0.08440492529318996,0.6387342378504868
PPHLN1,0.0050108656298853025,0.8664241633812236,0.9839689617625439
ZCRB1,0.0077978227013096365,0.8159097074541313,0.9772333976642704
PUS7L,0.07757284588160179,0.24854051248666664,0.8059990984688872
IRAK4,-0.004282375849570316,0.9469851583160627,0.993562728988968
TWF1,0.026992130148934174,0.6571847496505896,0.9533042229734956
TMEM117,0.1298067214144814,0.13100214270617003,0.7010971931727296
ANO6,-0.060928490074550826,0.4833552218891711,0.9173008126950427
AC008124.1,-0.02620859876100401,0.7107022976389628,0.9625422831891433
ARID2,-0.08556211244760938,0.2802657177028067,0.8308415983186624
SCAF11,-0.07775452668590321,0.26074539404350383,0.8170004104316426
SLC38A1,-0.2267596548049336,0.0623346432317376,0.6028211785610373
SLC38A2,-0.0698920048346251,0.5083397329929221,0.9209414737534525
AC008014.1,-0.04402983972949831,0.7751885926918709,0.9700033765054553
AC008035.1,0.05620062671700147,0.561533560881464,0.9336664984016907
PCED1B-AS1,-0.1829319226665675,0.048676081242187856,0.5640334424045357
RPAP3,-0.0021868701151318867,0.9745240283347572,0.9966563572430829
AC004241.3,0.0025139394682288283,0.9678651418465115,0.9964371719261144
AC004241.1,0.02509934118563939,0.7263709419547281,0.9650333797913963
RAPGEF3,0.07741927871522293,0.4545898188382619,0.9031102054905521
SLC48A1,0.3199610925661517,0.009801678952706828,0.34501388547626294
HDAC7,0.15531529630585922,0.03395406409737949,0.5065247388158397
VDR,-0.14564772963334913,0.3804785918074063,0.8731808847877617
TMEM106C,0.008109215970092098,0.908289223048716,0.9867554549145485
SENP1,0.016096957103781603,0.8376325334589241,0.9802601060772255
PFKM,0.10725658965745194,0.1695792136363773,0.7401126709844227
ASB8,-0.003224186427389491,0.9514620853328668,0.9941325704959467
ZNF641,0.048292243978964235,0.6355100292371754,0.9505665191223948
KANSL2,0.022222098899123896,0.8178433722332257,0.9772333976642704
CCNT1,-0.0008765724917905095,0.987095883331344,0.9985159188138552
ADCY6,-0.13620821984689727,0.2665998702719523,0.8230277484761945
CACNB3,-0.07658425445347286,0.1361384013079466,0.7082770905337819
DDX23,0.027986700822763864,0.6540131898826046,0.9530791200282176
RND1,-0.10408030315065665,0.1965310633110292,0.7648891992244782
CCDC65,-0.09181853819949037,0.30518554522307295,0.8426823975754524
FKBP11,-0.06102219120773308,0.26397083044759095,0.8195294255158025
ARF3,-0.08176695039445986,0.11009886164233641,0.6795010125949023
DDN-AS1,-0.1226224290238401,0.15693723443111643,0.7291296850850872
PRKAG1,0.08566657694830654,0.18206164657025403,0.756388591449959
KMT2D,-0.05011445519979587,0.5415479656399195,0.9285567498408388
RHEBL1,-0.07204927689075052,0.21556439162704366,0.7811100122133747
LMBR1L,-0.020040978719019883,0.8483740374488692,0.98174872600947
TUBA1B,-0.012324014459503726,0.798544934163262,0.9749535120743296
AC011603.2,0.008755533235468555,0.9197862275655603,0.9884371083816221
TUBA1A,-0.0003451092805713302,0.9970628562629881,0.9992568097179719
TUBA1C,0.11848813488080248,0.09133552612720415,0.6490093233276566
TROAP,0.09327618964409375,0.3646274330783573,0.8680964992650165
SPATS2,-0.055529582317073535,0.24586372207295948,0.8040285545190693
MCRS1,0.033209381957582905,0.6157466190842389,0.9456955471761506
PRPF40B,-0.053887315792640014,0.31886906473529897,0.8447828760086475
FMNL3,-0.2605369360425278,0.03348151195812476,0.5064317837323213
TMBIM6,-0.052143586353604374,0.2580550105086612,0.813567904736096
NCKAP5L,-0.13788132723730895,0.13222070173114622,0.7027350598862037
BCDIN3D,0.07369635807521374,0.4492180082386432,0.9013745310474321
RACGAP1,0.006412197715756121,0.9119897228197432,0.9867554549145485
SMARCD1,-0.013904681669761868,0.8217435468128397,0.9772333976642704
COX14,0.06829285859410986,0.24017893536146895,0.7976277727211195
AC074032.1,0.014676543609908346,0.8693245827399834,0.984193966399178
CERS5,-0.09478344888770363,0.21126386439770228,0.779829748226085
LIMA1,0.07371672958814532,0.36145335667354705,0.866486454910253
LARP4,-0.060217394112563716,0.43736027695238067,0.8989537090467529
DIP2B,-0.028711133177885387,0.7320961879026531,0.9653806976951429
ATF1,0.06759352161545698,0.26930654119858366,0.8242812187601333
METTL7A,0.01766739638619329,0.8058071041921464,0.9761882859481059
SLC11A2,0.10825136395221575,0.10990037539240012,0.6795010125949023
LETMD1,0.07388452736874991,0.22331936153485776,0.784117099888605
CSRNP2,-0.003697350279723977,0.9758307910701571,0.9966563572430829
TFCP2,0.0008886049180362799,0.987547640778167,0.9985159188138552
DAZAP2,-0.052272615724927855,0.40213888028957345,0.8827845547574232
SMAGP,-0.12980294751192584,0.0762525257809012,0.628919684897112
BIN2,-0.00024501353269701674,0.9968206766202014,0.9992568097179719
GALNT6,0.29309602214904396,0.004075929507232289,0.24601627179730703
SLC4A8,-0.049781275787788376,0.5240629181126291,0.9252558090239359
ACVR1B,-0.059796407729912085,0.5054703173004218,0.9209414737534525
GRASP,-0.06649371898179107,0.5284903924096034,0.9255750090698822
NR4A1,-0.13801350797349962,0.4367048871813096,0.8989537090467529
ATG101,-0.07874892819817156,0.10966563569633785,0.6788702939387424
KRT8,-0.05614841076018455,0.6314549419659949,0.9499929855216132
KRT18,-0.04654177259271461,0.8155390100815529,0.9772333976642704
EIF4B,0.02065999751727274,0.792040488913863,0.9744498145447744
AC068888.2,-0.026821284981508264,0.7814488178142489,0.971911851553937
AC068888.1,0.06947611497648735,0.4726215323723968,0.9117571549671628
SPRYD3,0.12936798394500634,0.0728816751321003,0.626248588657209
IGFBP6,-0.18589608099684365,0.06942900710889402,0.6234856703376188
CSAD,-0.03923211662168388,0.43672364506605355,0.8989537090467529
ZNF740,-0.05582443090405644,0.4307712937308641,0.8967718390239864
ITGB7,-0.30075255281334146,7.137217493515381e-05,0.01717474064121383
RARG,-0.1544070455447568,0.0778551364341188,0.6317018840302444
MFSD5,-0.08752511052075186,0.25049928346773576,0.8066222531972392
ESPL1,-0.07507452546804794,0.2644088121743686,0.8197253789869914
PFDN5,0.023586108888672137,0.502944031898948,0.9209414737534525
C12orf10,0.058134297741780555,0.32558460897454233,0.8454467986545229
AAAS,0.06085257347814322,0.34730537574018017,0.8588010248338431
SP1,-0.038042326822865784,0.6005981759533894,0.9424303635155961
AMHR2,0.029960415681509422,0.8007957732750798,0.9750429101125566
PRR13,-0.00265954601598126,0.9224862513651633,0.988834305553526
PCBP2,-0.06671819449077289,0.31745769304577665,0.8447828760086475
MAP3K12,0.11123581064210684,0.2731608477632421,0.8274767255352057
AC023509.3,0.026402344277787725,0.7300727151528795,0.9653806976951429
TARBP2,0.009949411102859445,0.8721826126601042,0.9845903171747252
NPFF,-0.12155415690502823,0.20038241372689314,0.7693099396130149
ATF7,-0.058631586662986325,0.3306397705341013,0.8486628270012578
AC023509.2,-0.056420260093521184,0.622124496199516,0.9477203512042878
ATP5MC2,-0.015824112555929835,0.6248376607720028,0.9481348754721829
CALCOCO1,-0.04896771953987627,0.5668521795879887,0.9348537249560984
SMUG1,0.036219777630419205,0.6893968904264538,0.9579178839678862
CBX5,0.023325315887049673,0.6824829077526114,0.9558948694559388
HNRNPA1,-0.03599256850390288,0.5896165773038332,0.9388057199041089
NFE2,0.025878120402296072,0.8172271063666148,0.9772333976642704
COPZ1,-0.0648121385253734,0.23934774819236926,0.7961311089441364
GPR84,-0.030170737652121797,0.8424823951187725,0.9811046633873256
ZNF385A,-0.16234513278339438,0.05652265495161317,0.5911685809962399
ITGA5,-0.12244340049260008,0.278176986394572,0.8303817874941318
GTSF1,-0.1906613585670523,0.12933926631590315,0.6975200426733051
NCKAP1L,-0.05034363346043283,0.5266730686368963,0.9255750090698822
PDE1B,-0.07965819941028875,0.3483281351945846,0.8590303166370296
TESPA1,0.10832063495798257,0.29268458781333073,0.8399133824174833
ITGA7,-0.2751069648180339,0.12128131089210528,0.6900713129184465
BLOC1S1,-0.00345296733265723,0.9650813469035031,0.996384799374303
RDH5,-0.15845564849663152,0.04236543764107007,0.5407243624802004
CD63,-5.573747075191129e-05,0.999263755072727,0.9996414057738128
AC009779.2,0.072082954266536,0.3189280994407573,0.8447828760086475
GDF11,0.05053447346860338,0.5619857185732302,0.9336664984016907
SARNP,0.01390223664080794,0.7062966481916958,0.9616307535441677
ORMDL2,-0.003835027813616927,0.9325777578409205,0.9907825715545922
DNAJC14,-0.008365315130663093,0.8957099837533841,0.9857793539305576
MMP19,-0.13386100907506185,0.28165231771316324,0.8308415983186624
PYM1,0.043931038556919454,0.508925520208963,0.9209414737534525
DGKA,-0.07047454493617528,0.4135133132666925,0.8896588510028965
CDK2,0.08656325210766623,0.03406216918752995,0.5065247388158397
RAB5B,-0.05238193204326615,0.4651241575442705,0.9072834524831864
SUOX,0.04276467751474629,0.5796711918276356,0.9359092901835506
IKZF4,-0.17283834247295174,0.04200609733709282,0.5403396387461837
RPS26,0.005971703213547607,0.988469261207703,0.9985159188138552
PA2G4,0.11030439363996183,0.09013100757901506,0.648202003642084
RPL41,-0.008505895864026601,0.9058410098342122,0.9867554549145485
ESYT1,-0.04766964986895393,0.24383965671205388,0.8018266512957062
ZC3H10,-0.04160634877476642,0.6412219252567246,0.9510740845429746
MYL6B,-0.021017088029846746,0.590580289354106,0.9388057199041089
MYL6,-0.07303785786241607,0.04160306539093367,0.5403396387461837
SMARCC2,-0.00890394489871659,0.87904720341254,0.9855961852170221
RNF41,-0.03561318191506118,0.6682823991319956,0.9541081826765851
NABP2,0.08399414213291656,0.14685777841374625,0.7193311361646231
ANKRD52,-0.012491622121407628,0.8627048364124333,0.9835873084270998
COQ10A,0.018730249660091663,0.7135206944317375,0.9631144024809434
CS,-0.02888710797824423,0.7105936359877939,0.9625422831891433
AC073896.2,-0.06416357990244087,0.4468373490124936,0.9005707002510659
AC073896.3,-0.12451495334127305,0.16833340646345074,0.7394720468360654
CNPY2,0.00510295246346896,0.909624990682218,0.9867554549145485
PAN2,-0.012962541587546377,0.8854892830984658,0.9856950456667515
STAT2,0.010377424924079774,0.8971551308428987,0.9857793539305576
TIMELESS,0.07148464461190601,0.25043807285645703,0.8066222531972392
SPRYD4,0.14559114823751088,0.14355499778437175,0.7165012187907703
RBMS2,-0.017273351822462712,0.885869634366698,0.9856950456667515
BAZ2A,-0.06083125298994927,0.48106290374737193,0.9158028928705559
ATP5F1B,0.012189393587262305,0.7862936022710881,0.9730050680850727
PTGES3,-0.05407465660451349,0.2967355496596311,0.8406025256303976
NACA,0.035050678570232814,0.4377020787892031,0.8989737760358633
PRIM1,0.04584399551478434,0.3702730325615625,0.870725589782501
ZBTB39,-0.023322319343812025,0.8129062333796311,0.9772333976642704
NEMP1,-0.10332796700681661,0.36027219092794327,0.864936541472165
NAB2,-0.10513410532852448,0.41294849279371904,0.8892474078750059
STAT6,-0.09057002490290716,0.39089667153585184,0.8784581525536374
LRP1,-0.050652684932234925,0.7399158512083519,0.9653806976951429
SHMT2,-0.004297511579180282,0.9574925722217031,0.9948511692066447
STAC3,-0.12087046954881565,0.16985862648260186,0.7404477442336898
R3HDM2,0.02873017326035952,0.7840310299054827,0.9723248389054594
ARHGAP9,-0.07385497584595856,0.325343729852573,0.8454467986545229
MARS,-0.06987821726171355,0.3915209604486295,0.8784581525536374
DDIT3,0.053326753503835415,0.6802616762268037,0.9551678262260945
MBD6,0.00161055481237737,0.9843220769716996,0.9983632960334122
