gene,beta_sex_M_vs_F,pval_sex_M_vs_F,qval_sex_M_vs_F
GALNT14,-0.05574525499121008,0.5531062829283688,0.8686419982012209
EHD3,-0.022834215344965502,0.7672547326376089,0.9412511472476871
AL121652.1,-0.12207843483544333,0.14680732894968548,0.5861664573086084
MEMO1,-0.10058580828884678,0.20138474896606345,0.6459128064052547
DPY30,0.11769424616963847,0.02278009989747118,0.3361398018315814
SPAST,-0.018504816572918484,0.7228349896658868,0.9269880751107138
AL121658.1,0.22792636882130918,0.013792782528220188,0.28446407478563046
SLC30A6,0.06238205517794522,0.38769740150029586,0.7892283614669203
YIPF4,-0.03340577778807709,0.6978326930674574,0.9210405751645212
AL133245.1,-0.08174674390303129,0.25470390002722043,0.691748615639023
BIRC6,-0.038550147765847,0.5206432960468201,0.8593667005533101
AL133243.2,-0.013010191057499617,0.8957816528439104,0.9747056092977732
AL133243.3,-0.011451296126123058,0.8769954942559723,0.9704800904583271
TTC27,0.051115042353754615,0.45316225999105075,0.8246980399793171
LTBP1,0.2954549233136808,0.1365132734454947,0.5720784112986455
RASGRP3,-0.013279718429164505,0.89276979985354,0.9740503016091865
FAM98A,0.07675349097714568,0.2558114528058084,0.6922663308650128
CRIM1,-0.07522940373066256,0.47605870762671854,0.8353714768270667
FEZ2,0.01941854120102229,0.6713476071960405,0.9146216256470492
STRN,-0.03853910170915871,0.3748146422742059,0.779200389745726
HEATR5B,0.07010730779207858,0.4346808974523273,0.8171334126798756
GPATCH11,0.08353431680057045,0.17123906195207833,0.6146147741731135
EIF2AK2,0.04853381644696576,0.6151048590183288,0.8926135197858349
CEBPZOS,0.0032494767041298545,0.9355859680954727,0.9844959384011427
CEBPZ,0.09953303825002237,0.08418274713318732,0.4903586264380108
AC007390.2,-0.032838727097703246,0.7575959399676802,0.9390260993695331
NDUFAF7,0.03086413130078608,0.5771337306279967,0.8806712080461336
PRKD3,-0.14477632183492695,0.07324182442601462,0.4756215058988858
QPCT,-0.11800150952811424,0.196155120252796,0.6382707329166922
CDC42EP3,0.06927095041215639,0.5078891773126616,0.849219448068518
RMDN2,0.06122612491122244,0.4944979276044157,0.843029905125526
CYP1B1,-0.7361880284284972,0.0030081087492343653,0.1753979180831104
ATL2,-0.01655163797852122,0.7821249996292668,0.9452760767078
HNRNPLL,0.12389794255874136,0.043878902220768276,0.41092328435321634
GALM,-0.020280163583075852,0.8093879264945057,0.9536970857586303
SRSF7,0.024066063709880854,0.6492187573011032,0.9051995651150746
GEMIN6,0.06651505384890405,0.4325360502493787,0.815503062644301
DHX57,-0.043994626323028384,0.5132808604480825,0.853825456336966
MORN2,0.10448860503522675,0.11117606033607076,0.5364660352199171
SOS1,-0.031219155649706128,0.6728139239188212,0.9150601209401477
SOS1-IT1,-0.13198627325539813,0.07526752050905725,0.4796537801915656
MAP4K3,-0.08628755633603104,0.10876287349419364,0.5334888639398756
MAP4K3-DT,-0.021648192130944065,0.6655239746172312,0.9118187180445456
THUMPD2,0.06649541821491968,0.36975847743834034,0.7753680620047326
SLC8A1-AS1,0.022547075218920104,0.819781978351426,0.9575215553705855
SLC8A1,-0.04375710966356796,0.6631982304547467,0.9110933739551766
EML4,-0.04799297126395142,0.48710284221748856,0.8399272784008567
COX7A2L,0.040168799106754575,0.4447418381938858,0.8220206149717343
MTA3,-0.11645669747732382,0.08726971115116106,0.4970420488093302
HAAO,-0.29285561235470337,0.00040132770989529916,0.0689866697165478
AC010883.3,0.14918779037376947,0.4262214995280451,0.8117465001138955
ZFP36L2,0.06854789048820839,0.4590732840629278,0.8274526417083344
LINC01126,-0.016504495311995042,0.832702389161188,0.9603719128366971
AC010883.1,0.5006612423956506,9.70532085561021e-05,0.023788819786084582
THADA,0.04169718596369091,0.40358707087536516,0.8002814187425218
DYNC2LI1,-0.032402403122845286,0.5675377752377795,0.8761289938240319
LRPPRC,0.07220945416220112,0.15454506697695042,0.5984446694937128
PPM1B,-0.06277906640308255,0.2682664673021625,0.6981453789018537
PREPL,0.09121932652354295,0.18888123545387445,0.6302072176625868
CAMKMT,0.0397594164789075,0.522191618941021,0.8593909450496059
SRBD1,0.029189442011645885,0.641308980794767,0.9015241739139359
PRKCE,-0.2685607013047854,0.0012343061738577827,0.13501881419158354
EPAS1,-0.277026436696272,0.005833393140038981,0.2196764100962786
ATP6V1E2,-0.016472494679060874,0.8762753355963566,0.970172886607348
RHOQ,-0.08150573769021209,0.3562471757334572,0.7669628526363109
PIGF,0.000760484007196971,0.989077383753833,0.9972915668451838
CRIPT,0.05638325652893133,0.20768329393521387,0.6514757494088501
SOCS5,0.0241601463336392,0.6783776628965155,0.9168621507156256
MCFD2,-0.014635498659903177,0.7207977103045922,0.9261979756916209
TTC7A,-0.1355358933965069,0.1695968363744182,0.6131487083180097
CALM2,-0.005639249809514216,0.8605569489964581,0.9666934627334189
EPCAM,0.8037099517931721,0.005809197718773197,0.2196764100962786
MSH2,0.09062411986117566,0.20423176094961465,0.649342202240956
KCNK12,0.05106855266849907,0.5582497002585494,0.8719604711614537
MSH6,0.00021523322714710647,0.9971269105135001,0.9989674899670512
FBXO11,-0.05941023330442495,0.24644386150472272,0.6852161395677969
FOXN2,0.048659519457707745,0.39516701246891706,0.7942891106158642
PPP1R21,-0.03856114884729704,0.550861182750433,0.867195642424664
STON1,-0.026664990489533344,0.7103195085117693,0.9233636383744215
ASB3,-0.09595877727388684,0.14745899682417857,0.5870597699796151
CHAC2,0.1983854554018163,0.01563540771297471,0.2973353457132193
ERLEC1,-0.05218815276325557,0.45934408156105466,0.8274578717384362
PSME4,-0.06072976390107471,0.3124661894381101,0.738932014186676
ACYP2,0.08568639409846275,0.19228458332921142,0.6332700233632197
SPTBN1,-0.05408273950456909,0.5857101903142676,0.8827679336726559
EML6,-0.1308399929736353,0.07755645586280911,0.4828753146724312
RTN4,-0.018718391416555315,0.6533496257371817,0.9071580182542577
CLHC1,-0.048327679802231176,0.6322860323728685,0.8984817933862949
RPS27A,-0.009858189685827821,0.7393302118903482,0.933846233856346
MTIF2,0.08931207945879674,0.2076000237600637,0.6514757494088501
CCDC88A,-0.029147253569911602,0.6772380225041841,0.9167467841404896
CFAP36,-0.01692500605563289,0.6120902460094939,0.8910104733809288
PPP4R3B,-0.017161437888925473,0.7053910920601075,0.9229399993304475
AC015982.2,-0.053584434405889086,0.4816663962786356,0.8385705359004441
PNPT1,0.15224678796886887,0.04670382029998983,0.4135144050643599
VRK2,0.11046869460016959,0.13639978311769932,0.5718959716118879
FANCL,0.02718991322794102,0.6077460444310899,0.890752966653831
LINC01122,0.3044499968397941,0.013831724240215722,0.28472270924338305
AC007381.1,-0.3211209754681375,0.002684026436781431,0.16864321130685922
BCL11A,-0.06645801223892706,0.4521519522339753,0.8242296800213744
PAPOLG,-0.012790591370097424,0.8234267587250175,0.958581633218281
REL,-0.05243064396622677,0.527067644413696,0.8603334702784826
PUS10,-0.013058508386414855,0.8662135890793381,0.9686076290661488
PEX13,-0.010295969252079096,0.8565894636172408,0.9659321572035766
KIAA1841,-0.02585342987146149,0.7417003933899737,0.9346768054189057
AC016747.1,0.19102091555490575,0.03827521726384542,0.39351424062834794
C2orf74,0.09427036801267047,0.5674522081196397,0.8761289938240319
USP34,-0.027113143876818874,0.6965289967935386,0.9210047753805471
AC016727.1,0.013433836579108339,0.8242154889238029,0.9587395638223435
XPO1,-0.025720523945549557,0.5209555451268888,0.8593909450496059
FAM161A,0.05808807354680242,0.5574786601612726,0.8712455439129018
CCT4,0.016887818384356146,0.6823896294773708,0.9181772019683319
COMMD1,0.06257321810963652,0.24826169768054898,0.6869293835898236
B3GNT2,0.02107391639972428,0.7756532691475049,0.9438205706322947
TMEM17,0.12064586254036042,0.05562576349958593,0.4380640747437291
EHBP1,0.067465907809871,0.2797412631453246,0.7090492836061886
WDPCP,-0.07457435978353993,0.29103264807705037,0.7192446969983382
MDH1,-0.035635309904261996,0.522209126040299,0.8593909450496059
UGP2,-0.04190162100331703,0.3042294845805625,0.7311685313674413
VPS54,-0.009287941846318308,0.8833624369485924,0.9717159342264682
PELI1,0.006558989425063557,0.9595192535838853,0.9912562176270062
LGALSL,0.021510787087152726,0.7662411783733017,0.9409879603775303
AC008074.2,-0.026801389961918783,0.8065224650284717,0.9527083186202302
AFTPH,-0.08526035573232467,0.15721350342552806,0.5991453878754434
SERTAD2,-0.05937284930342374,0.3442058035023363,0.7596978514518798
LINC02245,-0.0013673384029304504,0.9878712193328407,0.9972915668451838
SLC1A4,-0.2504185218743079,0.02068896156803945,0.3241888482105474
CEP68,0.08505025644866435,0.2934761549468192,0.7212124743550129
RAB1A,-0.10726063198824919,0.10106725527540897,0.5222548548214759
ACTR2,-0.10030204331914452,0.12902525974278675,0.5618896142800084
SPRED2,-0.13516157584975946,0.06788782911697677,0.46596722458470835
MEIS1,-0.012378156721167329,0.8939598870602151,0.9747056092977732
MEIS1-AS2,0.033882258893921983,0.7696625956347696,0.9430896237568792
ETAA1,0.03320265328326412,0.5586432042982112,0.8721634173261529
C1D,-0.0798132082265687,0.30384253559439983,0.7307747610159131
WDR92,0.04367208811748959,0.5471872352493976,0.8652620969321286
PNO1,0.1279302583261358,0.022691276838291367,0.3358775092913951
PPP3R1,-0.010260297059241011,0.8745619216701619,0.9700404317808767
AC017083.1,0.07413734684958145,0.387022085475762,0.7886107686411971
CNRIP1,0.19945079588482123,0.35608687186737675,0.7668672040410996
PLEK,-0.0997810197198388,0.19076280672373208,0.6324991257002299
FBXO48,-0.02124540032750221,0.7817921869531936,0.9452760767078
APLF,-0.0723004802094673,0.30393737227203094,0.7307747610159131
ARHGAP25,-0.1336277347076381,0.2168420256316265,0.6622845818545633
GFPT1,-0.04363632459821757,0.6093303037814612,0.8909445236073368
NFU1,-0.026029914921874335,0.5845578628386507,0.8827679336726559
AAK1,-0.051031561959109,0.5568331480502482,0.8710644064566501
ANXA4,-0.07376811549245707,0.2205187446269029,0.6658270783537735
GMCL1,-0.0971022676357239,0.14155734449604526,0.5782844923171757
SNRNP27,-0.004251441686074974,0.9461342692734791,0.9876345601433263
MXD1,-0.13180608319262527,0.136277718466508,0.5718959716118879
PCBP1-AS1,-0.007120202015621646,0.9067929030215596,0.9759563233365883
PCBP1,-0.03283666755327882,0.46069663747339307,0.8279794046811035
C2orf42,0.014629761751995658,0.8412832004207307,0.9619312902305049
TIA1,-0.06473153933845359,0.2584706117757288,0.6943694528787925
PCYOX1,0.07871944230169337,0.20310862560873338,0.6484191434050157
SNRPG,0.05296514381284667,0.41614963820910333,0.8072710736593798
FAM136A,0.1837514134005984,0.0059709546207698996,0.2196764100962786
ADD2,0.58165894902298,0.007094116667182312,0.23329827126216396
TEX261,0.016219385042550556,0.7514408478470883,0.9377777731570867
NAGK,-0.06388701755430683,0.2826634747063325,0.710911984946838
MCEE,0.07079663991854343,0.29622785209888863,0.7237079462622285
MPHOSPH10,0.07745146769842833,0.15566102551597527,0.5987284374491365
PAIP2B,0.16294318236436175,0.01117984577286762,0.2684055452518918
ZNF638,-0.06121112871712499,0.4339458139463772,0.8163312668269257
AC007878.1,-0.027908945936872168,0.6953577851035179,0.9201222550454445
EXOC6B,-0.0036934418675108605,0.9447912580731709,0.9870103124197559
SFXN5,-0.018655854833310524,0.7758620392576872,0.9438205706322947
SMYD5,0.16999717163438596,0.01588197738248904,0.299023972453236
PRADC1,0.04153965453336868,0.4527512417344185,0.824450700287558
CCT7,0.010765352465370168,0.8433455971808538,0.962725096805336
FBXO41,-0.048755783882612834,0.5569815967229884,0.8711105298623981
EGR4,-0.0904576866377218,0.5068047142577612,0.848639471537545
ALMS1,-0.05371527719782642,0.4752311457301047,0.8350793653690103
ALMS1-IT1,0.06092084254904653,0.5447334229492069,0.8643713055341659
TPRKB,-0.008044695322378738,0.8572893197478972,0.9659685118487776
DUSP11,-0.01988168316023407,0.8005442535045189,0.9508009245574979
STAMBP,0.03627384905732965,0.3703418100318011,0.7757310013579553
DGUOK,0.07140144780566947,0.12310940374143568,0.5542435605175655
DGUOK-AS1,0.24394354484457187,0.027453670778538167,0.3594231319730279
TET3,-0.029544954507179103,0.6243291240803237,0.8966844004203696
BOLA3,0.23898725461777257,0.015446551953768616,0.29519987469929176
BOLA3-AS1,0.25405351691283184,0.003732471169366827,0.18642637131222387
MOB1A,-0.10029743777402109,0.07268979213801238,0.47395176785159204
MTHFD2,-0.02865612156348219,0.6039990593115596,0.8888205001258721
DCTN1,-0.01582673892000107,0.7165640609941533,0.9247526855101728
WDR54,-0.09107862302511538,0.13955201047727836,0.5751211463291871
RTKN,-0.10850272768089285,0.15763498279873536,0.5991453878754434
INO80B,0.09319967778695866,0.05607988364563907,0.43843670403643165
WBP1,-0.014553831928993215,0.7090581591216468,0.9233636383744215
MOGS,-0.04601536715548575,0.4169747631846783,0.8078803306343914
MRPL53,-0.011279917887591126,0.8961469087248523,0.9747056092977732
CCDC142,-0.06446417044049288,0.4829431172863965,0.8387756165528548
TTC31,0.05421642734363016,0.3015340203007908,0.7286386123722999
PCGF1,-0.09247738937993584,0.12022577627572645,0.5515708151317174
AUP1,-0.0982451274949129,0.032572063788849664,0.3785108308245954
HTRA2,0.031411191211962286,0.6110890627968569,0.8909445236073368
LOXL3,-0.07098612744768576,0.1625748030770701,0.6042797229789666
DOK1,-0.18204806850767388,0.045344276976917945,0.41092328435321634
AC019069.1,0.020312886812619932,0.7461965425252445,0.935713699438719
HK2,0.04077538140269938,0.5183011873949742,0.857787598476431
POLE4,-0.019972038740227457,0.7053214983187643,0.9229399993304475
MRPL19,0.09500152565350116,0.12270823801730585,0.5531901356938216
GCFC2,0.14341705520775241,0.011578606343513221,0.2712467850667982
SUCLG1,-0.016812511096001882,0.6948380413932134,0.9201222550454445
TMSB10,-0.07958631067437894,0.14405475583793242,0.5819790295855285
KCMF1,-0.048688023476323616,0.25585923058944626,0.6922663308650128
TGOLN2,-0.09807908461769706,0.15009931421621117,0.5901944213443764
RETSAT,-0.08463706153990475,0.24777768455448082,0.6867354273640297
ELMOD3,-0.020388798257044975,0.7551129669291412,0.9385552850290274
CAPG,-0.06355478262699243,0.37801003058574945,0.7812686781690644
PARTICL,0.08351240735700596,0.16491971615133771,0.6070487803540999
MAT2A,-0.08515711797270237,0.22406626531942928,0.6674330021447222
GGCX,-0.08138044937166902,0.25439596187141583,0.6916978618844706
VAMP8,-0.05862269668877641,0.14867052604698375,0.5883601983859917
VAMP5,-0.0346616248346801,0.71741910078488,0.9247526855101728
RNF181,-0.00959011684834616,0.7834108478163657,0.9456788505547475
TMEM150A,0.02683652719724201,0.7455677503778311,0.935713699438719
USP39,0.08564477837170613,0.09290361518533287,0.5079191452263799
C2orf68,-0.01433152036225964,0.843099040916135,0.962725096805336
GNLY,-0.45573227193043464,0.058321323845781696,0.4444105022583572
ST3GAL5,-0.16222355324537485,0.15564372255098116,0.5987284374491365
POLR1A,0.07924317775518155,0.21960683282856938,0.6655671728089201
PTCD3,0.018086478848192408,0.7004820978245894,0.9212620277033252
IMMT,0.13384779521648282,0.03944470804986511,0.3979362413593806
AC009309.1,-0.09254916741453457,0.40167770371304024,0.7988037643304821
MRPL35,0.18791395049441054,0.02498875498926566,0.34669933022842797
KDM3A,-0.0075672895444127905,0.9052034406921845,0.975607245308123
CHMP3,0.03401880145617715,0.2963394814246466,0.7237079462622285
RNF103,-0.004879389646438512,0.9462037522090867,0.9876345601433263
RMND5A,-0.00898364014530799,0.8596500821362095,0.9662617854966412
PLGLB1,0.05083579568378224,0.7028607082596972,0.9224667033014173
LINC01943,-0.0024592877719681674,0.9760997550634037,0.9941223481803018
CYTOR,0.07060614701732407,0.3787845791407912,0.7814203069681285
PLGLB2,0.02313860495803658,0.8343394247287081,0.9603719128366971
KRCC1,-0.04261209301876402,0.6709719770009347,0.9146216256470492
EIF2AK3,-0.16874671831964855,0.09520495358332512,0.5136742879550144
RPIA,-0.02533569391890822,0.7403013469583082,0.9339763599625629
IGKC,-0.22653596683389876,0.05673662565547167,0.4406812062933583
MAL,0.40025164459583507,0.04768304655235128,0.41368593554356675
MRPS5,0.04195837785299901,0.41841128187492727,0.808844102021829
ZNF514,0.1373824965560458,0.07400957063635838,0.47773493302814635
ZNF2,-0.09486624292283136,0.33543588592877116,0.7540471104200434
AC092835.1,-0.054697644915569166,0.3755475822101886,0.779200389745726
FAHD2A,-0.04795150732911943,0.421708423575209,0.8107091785681142
LINC00342,-0.06346361603293754,0.5988100017743305,0.8888049661172379
ANKRD36C,-0.011827297915857675,0.9245504049827815,0.9813586425499979
GPAT2,-0.02480669106131401,0.8971106036092886,0.9747056092977732
DUSP2,-0.14940792605997807,0.37964728475204157,0.7825901667930264
STARD7,0.02092968612648239,0.6343271579912766,0.8984817933862949
STARD7-AS1,0.06433512717958287,0.3101478329867596,0.73660805982644
TMEM127,-0.04045582200176444,0.5330788203994343,0.8612376954541573
CIAO1,0.03632040270828299,0.46483659779215314,0.8305314806124378
SNRNP200,0.025690553648880766,0.5514035360511202,0.8673056688262184
ITPRIPL1,-0.02180221643155708,0.757617517038562,0.9390260993695331
NCAPH,-0.026962544975251194,0.6705483977720257,0.9144918463621172
ARID5A,-0.12472753796137984,0.04422608726317615,0.41092328435321634
KANSL3,-0.005441047053263003,0.9284922057916256,0.9826901356035468
LMAN2L,-0.0075016827008474955,0.8666558942565254,0.9686739511670331
CNNM4,0.06578731380951527,0.40128683978893265,0.7984715290809249
CNNM3,0.04170746939608998,0.3915203416574614,0.7921078237351957
ANKRD39,0.06013372773287236,0.2267174502695397,0.6687465769149962
SEMA4C,0.12004471545513906,0.12289705930493809,0.5536642195235401
FAM178B,0.5507517489022056,0.04183428058619327,0.4071459837050398
FAHD2B,0.1833197787793513,0.031193605102038904,0.3728624150930152
ANKRD36,-0.0599803641511732,0.6040299485216243,0.8888205001258721
AC159540.2,-0.04814037933382374,0.6801078389855165,0.9176887040639518
AC092683.1,-0.04582946598902313,0.745709125183424,0.935713699438719
ANKRD36B,-0.03174838469286192,0.7915061390470753,0.947445753861273
COX5B,0.05994917596895763,0.12017992607448896,0.5515708151317174
ACTR1B,0.011032485251068294,0.8247187770934703,0.9587395638223435
C2orf92,-0.0646424604644749,0.49304554319478167,0.843029905125526
ZAP70,-0.14440286201337496,0.17745221108275958,0.6207263950547328
TMEM131,-0.01299340316602362,0.791389918465123,0.947445753861273
INPP4A,-0.10340255361081876,0.19399476936611004,0.6366452885697736
COA5,0.07858313683446091,0.1528692914049614,0.5940808589628545
UNC50,-0.11788923364290843,0.31122590590964877,0.7371843397673785
MGAT4A,-0.14960151425901458,0.04498359776751384,0.41092328435321634
TSGA10,-0.013436298205733435,0.8668109081512742,0.9686739511670331
LIPT1,0.06680095192089416,0.26007924429613316,0.694690546470348
MITD1,0.018753167470803973,0.7567078997793013,0.9390260993695331
MRPL30,0.057031606408513416,0.3530499806138656,0.7652573735260252
TXNDC9,0.04077094799622535,0.37167299532154185,0.7770539924703532
EIF5B,0.10540543750521925,0.09436789139599139,0.5110693169056227
REV1,-0.007193663271296143,0.9176184006225105,0.9791431737695425
AFF3,-0.041548101830705605,0.668064055373907,0.9132922781376817
CHST10,0.124549028723941,0.08734661570946677,0.4970420488093302
PDCL3,0.09260436890328971,0.05591937121961919,0.4380640747437291
RPL31,-0.000569456533507099,0.9940130090769785,0.998147915669763
TBC1D8,-0.13779593040019272,0.12472924176545573,0.5557318153515112
CNOT11,-0.009650059062969384,0.8775218951711687,0.9707633732732066
RNF149,-0.17721358940256526,0.04403051481786671,0.41092328435321634
RFX8,-0.12654218827217145,0.2506822015018912,0.688811309308907
MAP4K4,-0.018882977299278743,0.8006311400913287,0.9508009245574979
IL1RL1,-0.007563955533523854,0.9652315960266193,0.9919609916308393
IL18R1,-0.15639349212482972,0.08328084600713684,0.49033259974212473
MFSD9,-0.0235233298495603,0.7170399198735398,0.9247526855101728
TMEM182,-0.01525232919897135,0.8224793105787513,0.9581221377633666
MRPS9,0.1729880477865326,0.04545009647510567,0.41092328435321634
TGFBRAP1,0.004490897691062215,0.9455285783501016,0.9872222342069847
AC012360.3,-0.037397351762989875,0.6037417406576613,0.8888049661172379
C2orf49,0.0688589368871943,0.32761974555357587,0.7473931320487986
FHL2,0.29811444738331755,0.06311059735748102,0.45308004617317676
NCK2,-0.12198709947870029,0.1315207031185877,0.5659323883217253
UXS1,0.02179807618651718,0.7706376177522012,0.9435871483469807
ST6GAL2,-0.03339461159791583,0.7169316498577456,0.9247526855101728
SULT1C4,0.02434458445186449,0.8090066477645155,0.9536361479614401
GCC2,-0.08687871532314975,0.23291155374583103,0.6742246776692107
LIMS1,-0.09349504574510945,0.07283656908183901,0.4739748418717902
RANBP2,-0.08399886404092591,0.25872792170705333,0.6943694528787925
CCDC138,0.07199125208117639,0.3057244416043684,0.7320729176921118
RGPD5,0.06922752772514254,0.5956173062539929,0.8874886930427784
NPHP1,0.14309452076582702,0.09395832359918556,0.5105223198517324
MTLN,0.0738587058122149,0.4943662395226711,0.843029905125526
BUB1,0.03866762460883824,0.6286354506398103,0.8983840646456914
MIR4435-2HG,0.1210954968285409,0.20208263266816995,0.6470254820661485
BCL2L11,-0.07936230894933673,0.35686876134010137,0.7674272827128483
AC108463.3,-0.07731084251615408,0.4574280364508838,0.8266910368020411
AC068491.3,0.012754107117053208,0.8898971983472583,0.9730912824870933
ANAPC1,0.05396713078536196,0.1863044543838464,0.6291366002005402
MERTK,-0.4006000797468652,0.0013315285067351296,0.1382698235106642
TMEM87B,-0.11119675626562243,0.1696853094359176,0.6131487083180097
ZC3H8,0.06848513049366235,0.17189073027537316,0.6153388601730397
ZC3H6,0.19201729703751813,0.003941271701904763,0.1872299142658787
TTL,-0.08232816252173833,0.23168081058462675,0.6731373408238573
POLR1B,0.05306580194445476,0.3389469958583825,0.7571818459378145
CHCHD5,0.0875246505536128,0.08331677314316886,0.49033259974212473
AC079922.2,-0.1399265445357606,0.055834635862955624,0.4380640747437291
SLC20A1,-0.04719882840229707,0.46124335511615844,0.8279794046811035
CKAP2L,-0.055702900229757275,0.5172916897679113,0.8567158165375467
IL1B,-0.17056994896139674,0.29510818294590707,0.7224665925533515
IL1RN,0.15988308577457405,0.5381723060379888,0.8623062747219026
PSD4,-0.00484350976478881,0.9235074791923789,0.9813379090069305
PAX8-AS1,-0.8259499341682737,0.10452210839717938,0.5270817958445596
CBWD2,0.09366793469567967,0.37824901766001684,0.7812786007685573
RABL2A,-0.029862565788647513,0.7403340307166338,0.9339763599625629
SLC35F5,-0.10467332507163046,0.2535388915482394,0.6907864900231571
AC110769.2,-0.10292336469453582,0.25099758211063594,0.688811309308907
ACTR3,-0.08945860943206918,0.055590684675530966,0.4380640747437291
DDX18,0.15805012275737562,0.021579157063997143,0.3305806977998451
AC009404.1,-0.1247885968841915,0.1329202211704299,0.5688108785683188
CCDC93,-0.08487393949037597,0.28940089223428245,0.717324009290817
INSIG2,-0.08773077179888437,0.2874749863019915,0.7158262748419656
STEAP3,0.14377690507600896,0.24486651781300828,0.6837546696666861
C2orf76,-0.010812335188978426,0.903493985726741,0.9751668791795612
DBI,-0.09487408787548814,0.33204893723125173,0.7510252449065017
TMEM177,0.0900397449812272,0.27862277133979846,0.7082487039472963
PTPN4,0.04302370991153318,0.3852652206501005,0.7872939353478534
EPB41L5,0.019404079777776678,0.8090907482709455,0.9536361479614401
TMEM185B,0.024296350717975018,0.7304670394324797,0.9313613075742512
RALB,-0.031004397660239876,0.6108013478676606,0.8909445236073368
CLASP1,-0.06949165589265371,0.15683849835387395,0.5991453878754434
NIFK-AS1,-0.00512505675140372,0.9470891537427284,0.9876345601433263
NIFK,0.05406624439349153,0.2478256416994125,0.6867354273640297
TSN,-0.00030119721312670076,0.9940756893592336,0.998147915669763
GYPC,0.12446090645402297,0.10463540093154115,0.5270817958445596
BIN1,-0.07295218758036665,0.3238964665477597,0.746318762530906
ERCC3,-0.04872431110784457,0.3519712754361065,0.7650239091925998
MAP3K2,-0.10173534568921527,0.23390022511854863,0.675165940897715
MAP3K2-DT,-0.30391631135653446,0.008140838788577378,0.24583335634726233
PROC,-0.31213951521165784,0.009190060802891,0.25299370600812493
IWS1,-0.03884885800297706,0.5455446079414878,0.8646848115982336
WDR33,-0.008302156045391425,0.8097346516889913,0.9536970857586303
SFT2D3,-0.09957483816532994,0.22865644656593628,0.670766118516563
POLR2D,0.0419276763516413,0.3416943463983232,0.7571850609288809
AMMECR1L,-0.005876175244915897,0.9383294929437915,0.9852448451870826
AC012306.2,-0.08816696795837803,0.21935464721741174,0.6654545291243781
SAP130,-0.06533625450781982,0.16072467900596016,0.6017716859894413
UGGT1,0.08711797328507881,0.1938860960874507,0.6364772737632682
HS6ST1,-0.12100499493109154,0.05739954205034552,0.4417611145719658
SMPD4,0.060336173591500966,0.22569582739614352,0.6685439985777273
MZT2B,0.01825336102171379,0.6953527545988636,0.9201222550454445
CCDC115,0.07862812988527712,0.11766067562292888,0.5456750884881173
IMP4,0.15097485435074712,0.04337952999784478,0.41092328435321634
PTPN18,0.04176027455555782,0.38429814406501506,0.7867858058537571
FAM168B,-0.10692937892045368,0.02492596988233438,0.34627448277458533
PLEKHB2,-0.03702970088425545,0.4179701982466848,0.8084544123912203
MZT2A,-0.11300157540837943,0.2473709730974476,0.6862449421934839
C2orf27A,-0.15012461800160593,0.38208435469754065,0.7843675665899678
MGAT5,-0.07485148587443594,0.3045897411833386,0.7315459652155089
TMEM163,0.08344688253567038,0.31853880385655803,0.7430700754045474
CCNT2,-0.01838917991964238,0.7951545891864973,0.9485954161759782
RAB3GAP1,0.022888745667372205,0.7154623573607787,0.9247526855101728
ZRANB3,-0.04295349074683781,0.500769314402526,0.8462636750642953
R3HDM1,0.019127605856369488,0.7704928844181976,0.9435828847297616
UBXN4,-0.005663654233924254,0.9190789161307158,0.9798573124370643
MCM6,0.029687352968987134,0.6349430950661776,0.8984817933862949
DARS,0.03302245678650748,0.3248783384934508,0.7465429612971195
CXCR4,-0.16615434565447915,0.08269351729314238,0.4901618427640092
HNMT,-0.07164380061619076,0.49474190476611746,0.843029905125526
SPOPL,-0.06851959079166225,0.26385200540932635,0.6965649849416905
AC092620.1,-0.0861062586403936,0.24624131225031198,0.6852161395677969
KYNU,0.065801863632324,0.6837663366299233,0.9184515246961222
ARHGAP15,0.005965652746664099,0.8911385244925384,0.9734539795071023
GTDC1,-0.07346349495916993,0.23299362916734437,0.6742246776692107
ZEB2,-0.03926916165369259,0.6115315047576801,0.8909445236073368
ZEB2-AS1,-0.11035995159792919,0.33148298455831815,0.7504696555266448
AC009951.6,-0.06288493412120968,0.3859006780837795,0.7876442562180573
ACVR2A,0.04337481012601724,0.5645030023214286,0.8748682939615224
ORC4,0.1695006484360832,0.03292413653767371,0.37932895987400056
MBD5,0.055815627266132165,0.42637139311305916,0.8118565213258667
EPC2,0.06338720438855738,0.332375144706595,0.7513778676919712
MMADHC,0.06012907748646329,0.17941754159908802,0.6228089642290923
RBM43,0.05093541145685721,0.5810646439472051,0.8817899136992899
NMI,0.03989034291455678,0.48906960385561193,0.8411301201592576
TNFAIP6,-0.16523183257598056,0.2704938128254876,0.6989700710116727
RIF1,0.07272886614287111,0.25985384276002116,0.694647595154668
ARL5A,0.017419006570583026,0.688958726833895,0.9194104041116145
AC097448.1,0.06179733138197313,0.5476791616454456,0.8655619562434768
CACNB4,-0.12156592388834662,0.3941068465162215,0.7940931984303102
STAM2,-0.12771740378701157,0.09075042603487116,0.5031666048452937
FMNL2,-0.11064495164862172,0.15977555836960747,0.6014792174554404
PRPF40A,0.011736965254026299,0.7918287193422032,0.947445753861273
ARL6IP6,0.009940933486969023,0.9116811663181135,0.9780363038893296
NR4A2,-0.1779109786248781,0.2669649936198537,0.6981453789018537
